"variable","field","suffix","fieldid","instance","index","category"
"average_weekly_champagne_plus_white_wine_intake_f1578_0_0","average_weekly_champagne_plus_white_wine_intake","1578_0_0","1578","0","0","Alcohol"
"average_weekly_champagne_plus_white_wine_intake_f1578_1_0","average_weekly_champagne_plus_white_wine_intake","1578_1_0","1578","1","0","Alcohol"
"average_weekly_champagne_plus_white_wine_intake_f1578_2_0","average_weekly_champagne_plus_white_wine_intake","1578_2_0","1578","2","0","Alcohol"
"average_weekly_champagne_plus_white_wine_intake_f1578_3_0","average_weekly_champagne_plus_white_wine_intake","1578_3_0","1578","3","0","Alcohol"
"average_weekly_beer_plus_cider_intake_f1588_0_0","average_weekly_beer_plus_cider_intake","1588_0_0","1588","0","0","Alcohol"
"average_weekly_beer_plus_cider_intake_f1588_1_0","average_weekly_beer_plus_cider_intake","1588_1_0","1588","1","0","Alcohol"
"average_weekly_beer_plus_cider_intake_f1588_2_0","average_weekly_beer_plus_cider_intake","1588_2_0","1588","2","0","Alcohol"
"average_weekly_beer_plus_cider_intake_f1588_3_0","average_weekly_beer_plus_cider_intake","1588_3_0","1588","3","0","Alcohol"
"average_weekly_spirits_intake_f1598_0_0","average_weekly_spirits_intake","1598_0_0","1598","0","0","Alcohol"
"average_weekly_spirits_intake_f1598_1_0","average_weekly_spirits_intake","1598_1_0","1598","1","0","Alcohol"
"average_weekly_spirits_intake_f1598_2_0","average_weekly_spirits_intake","1598_2_0","1598","2","0","Alcohol"
"average_weekly_spirits_intake_f1598_3_0","average_weekly_spirits_intake","1598_3_0","1598","3","0","Alcohol"
"average_weekly_fortified_wine_intake_f1608_0_0","average_weekly_fortified_wine_intake","1608_0_0","1608","0","0","Alcohol"
"average_weekly_fortified_wine_intake_f1608_1_0","average_weekly_fortified_wine_intake","1608_1_0","1608","1","0","Alcohol"
"average_weekly_fortified_wine_intake_f1608_2_0","average_weekly_fortified_wine_intake","1608_2_0","1608","2","0","Alcohol"
"average_weekly_fortified_wine_intake_f1608_3_0","average_weekly_fortified_wine_intake","1608_3_0","1608","3","0","Alcohol"
"alcohol_usually_taken_with_meals_f1618_0_0","alcohol_usually_taken_with_meals","1618_0_0","1618","0","0","Alcohol"
"alcohol_usually_taken_with_meals_f1618_1_0","alcohol_usually_taken_with_meals","1618_1_0","1618","1","0","Alcohol"
"alcohol_usually_taken_with_meals_f1618_2_0","alcohol_usually_taken_with_meals","1618_2_0","1618","2","0","Alcohol"
"alcohol_usually_taken_with_meals_f1618_3_0","alcohol_usually_taken_with_meals","1618_3_0","1618","3","0","Alcohol"
"alcohol_intake_versus_10_years_previously_f1628_0_0","alcohol_intake_versus_10_years_previously","1628_0_0","1628","0","0","Alcohol"
"alcohol_intake_versus_10_years_previously_f1628_1_0","alcohol_intake_versus_10_years_previously","1628_1_0","1628","1","0","Alcohol"
"alcohol_intake_versus_10_years_previously_f1628_2_0","alcohol_intake_versus_10_years_previously","1628_2_0","1628","2","0","Alcohol"
"alcohol_intake_versus_10_years_previously_f1628_3_0","alcohol_intake_versus_10_years_previously","1628_3_0","1628","3","0","Alcohol"
"mood_swings_f1920_0_0","mood_swings","1920_0_0","1920","0","0","Psychological"
"mood_swings_f1920_1_0","mood_swings","1920_1_0","1920","1","0","Psychological"
"mood_swings_f1920_2_0","mood_swings","1920_2_0","1920","2","0","Psychological"
"mood_swings_f1920_3_0","mood_swings","1920_3_0","1920","3","0","Psychological"
"miserableness_f1930_0_0","miserableness","1930_0_0","1930","0","0","Psychological"
"miserableness_f1930_1_0","miserableness","1930_1_0","1930","1","0","Psychological"
"miserableness_f1930_2_0","miserableness","1930_2_0","1930","2","0","Psychological"
"miserableness_f1930_3_0","miserableness","1930_3_0","1930","3","0","Psychological"
"irritability_f1940_0_0","irritability","1940_0_0","1940","0","0","Psychological"
"irritability_f1940_1_0","irritability","1940_1_0","1940","1","0","Psychological"
"irritability_f1940_2_0","irritability","1940_2_0","1940","2","0","Psychological"
"irritability_f1940_3_0","irritability","1940_3_0","1940","3","0","Psychological"
"sensitivity_hurt_feelings_f1950_0_0","sensitivity_hurt_feelings","1950_0_0","1950","0","0","Psychological"
"sensitivity_hurt_feelings_f1950_1_0","sensitivity_hurt_feelings","1950_1_0","1950","1","0","Psychological"
"sensitivity_hurt_feelings_f1950_2_0","sensitivity_hurt_feelings","1950_2_0","1950","2","0","Psychological"
"sensitivity_hurt_feelings_f1950_3_0","sensitivity_hurt_feelings","1950_3_0","1950","3","0","Psychological"
"fedup_feelings_f1960_0_0","fedup_feelings","1960_0_0","1960","0","0","Psychological"
"fedup_feelings_f1960_1_0","fedup_feelings","1960_1_0","1960","1","0","Psychological"
"fedup_feelings_f1960_2_0","fedup_feelings","1960_2_0","1960","2","0","Psychological"
"fedup_feelings_f1960_3_0","fedup_feelings","1960_3_0","1960","3","0","Psychological"
"nervous_feelings_f1970_0_0","nervous_feelings","1970_0_0","1970","0","0","Psychological"
"nervous_feelings_f1970_1_0","nervous_feelings","1970_1_0","1970","1","0","Psychological"
"nervous_feelings_f1970_2_0","nervous_feelings","1970_2_0","1970","2","0","Psychological"
"nervous_feelings_f1970_3_0","nervous_feelings","1970_3_0","1970","3","0","Psychological"
"worrier_anxious_feelings_f1980_0_0","worrier_anxious_feelings","1980_0_0","1980","0","0","Psychological"
"worrier_anxious_feelings_f1980_1_0","worrier_anxious_feelings","1980_1_0","1980","1","0","Psychological"
"worrier_anxious_feelings_f1980_2_0","worrier_anxious_feelings","1980_2_0","1980","2","0","Psychological"
"worrier_anxious_feelings_f1980_3_0","worrier_anxious_feelings","1980_3_0","1980","3","0","Psychological"
"tense_highly_strung_f1990_0_0","tense_highly_strung","1990_0_0","1990","0","0","Psychological"
"tense_highly_strung_f1990_1_0","tense_highly_strung","1990_1_0","1990","1","0","Psychological"
"tense_highly_strung_f1990_2_0","tense_highly_strung","1990_2_0","1990","2","0","Psychological"
"tense_highly_strung_f1990_3_0","tense_highly_strung","1990_3_0","1990","3","0","Psychological"
"worry_too_long_after_embarrassment_f2000_0_0","worry_too_long_after_embarrassment","2000_0_0","2000","0","0","Psychological"
"worry_too_long_after_embarrassment_f2000_1_0","worry_too_long_after_embarrassment","2000_1_0","2000","1","0","Psychological"
"worry_too_long_after_embarrassment_f2000_2_0","worry_too_long_after_embarrassment","2000_2_0","2000","2","0","Psychological"
"worry_too_long_after_embarrassment_f2000_3_0","worry_too_long_after_embarrassment","2000_3_0","2000","3","0","Psychological"
"suffer_from_nerves_f2010_0_0","suffer_from_nerves","2010_0_0","2010","0","0","Psychological"
"suffer_from_nerves_f2010_1_0","suffer_from_nerves","2010_1_0","2010","1","0","Psychological"
"suffer_from_nerves_f2010_2_0","suffer_from_nerves","2010_2_0","2010","2","0","Psychological"
"suffer_from_nerves_f2010_3_0","suffer_from_nerves","2010_3_0","2010","3","0","Psychological"
"loneliness_isolation_f2020_0_0","loneliness_isolation","2020_0_0","2020","0","0","Psychological"
"loneliness_isolation_f2020_1_0","loneliness_isolation","2020_1_0","2020","1","0","Psychological"
"loneliness_isolation_f2020_2_0","loneliness_isolation","2020_2_0","2020","2","0","Psychological"
"loneliness_isolation_f2020_3_0","loneliness_isolation","2020_3_0","2020","3","0","Psychological"
"guilty_feelings_f2030_0_0","guilty_feelings","2030_0_0","2030","0","0","Psychological"
"guilty_feelings_f2030_1_0","guilty_feelings","2030_1_0","2030","1","0","Psychological"
"guilty_feelings_f2030_2_0","guilty_feelings","2030_2_0","2030","2","0","Psychological"
"guilty_feelings_f2030_3_0","guilty_feelings","2030_3_0","2030","3","0","Psychological"
"risk_taking_f2040_0_0","risk_taking","2040_0_0","2040","0","0","Psychological"
"risk_taking_f2040_1_0","risk_taking","2040_1_0","2040","1","0","Psychological"
"risk_taking_f2040_2_0","risk_taking","2040_2_0","2040","2","0","Psychological"
"risk_taking_f2040_3_0","risk_taking","2040_3_0","2040","3","0","Psychological"
"frequency_of_depressed_mood_in_last_2_weeks_f2050_0_0","frequency_of_depressed_mood_in_last_2_weeks","2050_0_0","2050","0","0","Psychological"
"frequency_of_depressed_mood_in_last_2_weeks_f2050_1_0","frequency_of_depressed_mood_in_last_2_weeks","2050_1_0","2050","1","0","Psychological"
"frequency_of_depressed_mood_in_last_2_weeks_f2050_2_0","frequency_of_depressed_mood_in_last_2_weeks","2050_2_0","2050","2","0","Psychological"
"frequency_of_depressed_mood_in_last_2_weeks_f2050_3_0","frequency_of_depressed_mood_in_last_2_weeks","2050_3_0","2050","3","0","Psychological"
"frequency_of_unenthusiasm_disinterest_in_last_2_weeks_f2060_0_0","frequency_of_unenthusiasm_disinterest_in_last_2_weeks","2060_0_0","2060","0","0","Psychological"
"frequency_of_unenthusiasm_disinterest_in_last_2_weeks_f2060_1_0","frequency_of_unenthusiasm_disinterest_in_last_2_weeks","2060_1_0","2060","1","0","Psychological"
"frequency_of_unenthusiasm_disinterest_in_last_2_weeks_f2060_2_0","frequency_of_unenthusiasm_disinterest_in_last_2_weeks","2060_2_0","2060","2","0","Psychological"
"frequency_of_unenthusiasm_disinterest_in_last_2_weeks_f2060_3_0","frequency_of_unenthusiasm_disinterest_in_last_2_weeks","2060_3_0","2060","3","0","Psychological"
"frequency_of_tenseness_restlessness_in_last_2_weeks_f2070_0_0","frequency_of_tenseness_restlessness_in_last_2_weeks","2070_0_0","2070","0","0","Psychological"
"frequency_of_tenseness_restlessness_in_last_2_weeks_f2070_1_0","frequency_of_tenseness_restlessness_in_last_2_weeks","2070_1_0","2070","1","0","Psychological"
"frequency_of_tenseness_restlessness_in_last_2_weeks_f2070_2_0","frequency_of_tenseness_restlessness_in_last_2_weeks","2070_2_0","2070","2","0","Psychological"
"frequency_of_tenseness_restlessness_in_last_2_weeks_f2070_3_0","frequency_of_tenseness_restlessness_in_last_2_weeks","2070_3_0","2070","3","0","Psychological"
"frequency_of_tiredness_lethargy_in_last_2_weeks_f2080_0_0","frequency_of_tiredness_lethargy_in_last_2_weeks","2080_0_0","2080","0","0","Psychological"
"frequency_of_tiredness_lethargy_in_last_2_weeks_f2080_1_0","frequency_of_tiredness_lethargy_in_last_2_weeks","2080_1_0","2080","1","0","Psychological"
"frequency_of_tiredness_lethargy_in_last_2_weeks_f2080_2_0","frequency_of_tiredness_lethargy_in_last_2_weeks","2080_2_0","2080","2","0","Psychological"
"frequency_of_tiredness_lethargy_in_last_2_weeks_f2080_3_0","frequency_of_tiredness_lethargy_in_last_2_weeks","2080_3_0","2080","3","0","Psychological"
"seen_doctor_gp_for_nerves_anxiety_tension_or_depression_f2090_0_0","seen_doctor_gp_for_nerves_anxiety_tension_or_depression","2090_0_0","2090","0","0","Psychological"
"seen_doctor_gp_for_nerves_anxiety_tension_or_depression_f2090_1_0","seen_doctor_gp_for_nerves_anxiety_tension_or_depression","2090_1_0","2090","1","0","Psychological"
"seen_doctor_gp_for_nerves_anxiety_tension_or_depression_f2090_2_0","seen_doctor_gp_for_nerves_anxiety_tension_or_depression","2090_2_0","2090","2","0","Psychological"
"seen_doctor_gp_for_nerves_anxiety_tension_or_depression_f2090_3_0","seen_doctor_gp_for_nerves_anxiety_tension_or_depression","2090_3_0","2090","3","0","Psychological"
"seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression_f2100_0_0","seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression","2100_0_0","2100","0","0","Psychological"
"seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression_f2100_1_0","seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression","2100_1_0","2100","1","0","Psychological"
"seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression_f2100_2_0","seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression","2100_2_0","2100","2","0","Psychological"
"seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression_f2100_3_0","seen_a_psychiatrist_for_nerves_anxiety_tension_or_depression","2100_3_0","2100","3","0","Psychological"
"able_to_confide_f2110_0_0","able_to_confide","2110_0_0","2110","0","0","Psychological"
"able_to_confide_f2110_1_0","able_to_confide","2110_1_0","2110","1","0","Psychological"
"able_to_confide_f2110_2_0","able_to_confide","2110_2_0","2110","2","0","Psychological"
"able_to_confide_f2110_3_0","able_to_confide","2110_3_0","2110","3","0","Psychological"
"overall_health_rating_f2178_0_0","overall_health_rating","2178_0_0","2178","0","0","Medical"
"overall_health_rating_f2178_1_0","overall_health_rating","2178_1_0","2178","1","0","Medical"
"overall_health_rating_f2178_2_0","overall_health_rating","2178_2_0","2178","2","0","Medical"
"overall_health_rating_f2178_3_0","overall_health_rating","2178_3_0","2178","3","0","Medical"
"longstanding_illness_disability_or_infirmity_f2188_0_0","longstanding_illness_disability_or_infirmity","2188_0_0","2188","0","0","Medical"
"longstanding_illness_disability_or_infirmity_f2188_1_0","longstanding_illness_disability_or_infirmity","2188_1_0","2188","1","0","Medical"
"longstanding_illness_disability_or_infirmity_f2188_2_0","longstanding_illness_disability_or_infirmity","2188_2_0","2188","2","0","Medical"
"longstanding_illness_disability_or_infirmity_f2188_3_0","longstanding_illness_disability_or_infirmity","2188_3_0","2188","3","0","Medical"
"falls_in_the_last_year_f2296_0_0","falls_in_the_last_year","2296_0_0","2296","0","0","Medical"
"falls_in_the_last_year_f2296_1_0","falls_in_the_last_year","2296_1_0","2296","1","0","Medical"
"falls_in_the_last_year_f2296_2_0","falls_in_the_last_year","2296_2_0","2296","2","0","Medical"
"falls_in_the_last_year_f2296_3_0","falls_in_the_last_year","2296_3_0","2296","3","0","Medical"
"weight_change_compared_with_1_year_ago_f2306_0_0","weight_change_compared_with_1_year_ago","2306_0_0","2306","0","0","Medical"
"weight_change_compared_with_1_year_ago_f2306_1_0","weight_change_compared_with_1_year_ago","2306_1_0","2306","1","0","Medical"
"weight_change_compared_with_1_year_ago_f2306_2_0","weight_change_compared_with_1_year_ago","2306_2_0","2306","2","0","Medical"
"weight_change_compared_with_1_year_ago_f2306_3_0","weight_change_compared_with_1_year_ago","2306_3_0","2306","3","0","Medical"
"wheeze_or_whistling_in_the_chest_in_last_year_f2316_0_0","wheeze_or_whistling_in_the_chest_in_last_year","2316_0_0","2316","0","0","Medical"
"wheeze_or_whistling_in_the_chest_in_last_year_f2316_1_0","wheeze_or_whistling_in_the_chest_in_last_year","2316_1_0","2316","1","0","Medical"
"wheeze_or_whistling_in_the_chest_in_last_year_f2316_2_0","wheeze_or_whistling_in_the_chest_in_last_year","2316_2_0","2316","2","0","Medical"
"wheeze_or_whistling_in_the_chest_in_last_year_f2316_3_0","wheeze_or_whistling_in_the_chest_in_last_year","2316_3_0","2316","3","0","Medical"
"chest_pain_or_discomfort_f2335_0_0","chest_pain_or_discomfort","2335_0_0","2335","0","0","Medical"
"chest_pain_or_discomfort_f2335_1_0","chest_pain_or_discomfort","2335_1_0","2335","1","0","Medical"
"chest_pain_or_discomfort_f2335_2_0","chest_pain_or_discomfort","2335_2_0","2335","2","0","Medical"
"chest_pain_or_discomfort_f2335_3_0","chest_pain_or_discomfort","2335_3_0","2335","3","0","Medical"
"had_major_operations_f2415_0_0","had_major_operations","2415_0_0","2415","0","0","Medical"
"had_major_operations_f2415_1_0","had_major_operations","2415_1_0","2415","1","0","Medical"
"had_major_operations_f2415_2_0","had_major_operations","2415_2_0","2415","2","0","Medical"
"had_major_operations_f2415_3_0","had_major_operations","2415_3_0","2415","3","0","Medical"
"frequency_of_heavy_diy_in_last_4_weeks_f2624_0_0","frequency_of_heavy_diy_in_last_4_weeks","2624_0_0","2624","0","0","Physical Activity"
"frequency_of_heavy_diy_in_last_4_weeks_f2624_1_0","frequency_of_heavy_diy_in_last_4_weeks","2624_1_0","2624","1","0","Physical Activity"
"frequency_of_heavy_diy_in_last_4_weeks_f2624_2_0","frequency_of_heavy_diy_in_last_4_weeks","2624_2_0","2624","2","0","Physical Activity"
"frequency_of_heavy_diy_in_last_4_weeks_f2624_3_0","frequency_of_heavy_diy_in_last_4_weeks","2624_3_0","2624","3","0","Physical Activity"
"duration_of_heavy_diy_f2634_0_0","duration_of_heavy_diy","2634_0_0","2634","0","0","Physical Activity"
"duration_of_heavy_diy_f2634_1_0","duration_of_heavy_diy","2634_1_0","2634","1","0","Physical Activity"
"duration_of_heavy_diy_f2634_2_0","duration_of_heavy_diy","2634_2_0","2634","2","0","Physical Activity"
"duration_of_heavy_diy_f2634_3_0","duration_of_heavy_diy","2634_3_0","2634","3","0","Physical Activity"
"light_smokers_at_least_100_smokes_in_lifetime_f2644_0_0","light_smokers_at_least_100_smokes_in_lifetime","2644_0_0","2644","0","0","Tobacco Use"
"light_smokers_at_least_100_smokes_in_lifetime_f2644_1_0","light_smokers_at_least_100_smokes_in_lifetime","2644_1_0","2644","1","0","Tobacco Use"
"light_smokers_at_least_100_smokes_in_lifetime_f2644_2_0","light_smokers_at_least_100_smokes_in_lifetime","2644_2_0","2644","2","0","Tobacco Use"
"light_smokers_at_least_100_smokes_in_lifetime_f2644_3_0","light_smokers_at_least_100_smokes_in_lifetime","2644_3_0","2644","3","0","Tobacco Use"
"nonbutter_spread_type_details_f2654_0_0","nonbutter_spread_type_details","2654_0_0","2654","0","0","Nutrition"
"nonbutter_spread_type_details_f2654_1_0","nonbutter_spread_type_details","2654_1_0","2654","1","0","Nutrition"
"nonbutter_spread_type_details_f2654_2_0","nonbutter_spread_type_details","2654_2_0","2654","2","0","Nutrition"
"nonbutter_spread_type_details_f2654_3_0","nonbutter_spread_type_details","2654_3_0","2654","3","0","Nutrition"
"reason_for_reducing_amount_of_alcohol_drunk_f2664_0_0","reason_for_reducing_amount_of_alcohol_drunk","2664_0_0","2664","0","0","Alcohol"
"reason_for_reducing_amount_of_alcohol_drunk_f2664_1_0","reason_for_reducing_amount_of_alcohol_drunk","2664_1_0","2664","1","0","Alcohol"
"reason_for_reducing_amount_of_alcohol_drunk_f2664_2_0","reason_for_reducing_amount_of_alcohol_drunk","2664_2_0","2664","2","0","Alcohol"
"reason_for_reducing_amount_of_alcohol_drunk_f2664_3_0","reason_for_reducing_amount_of_alcohol_drunk","2664_3_0","2664","3","0","Alcohol"
"had_other_major_operations_f2844_0_0","had_other_major_operations","2844_0_0","2844","0","0","Medical"
"had_other_major_operations_f2844_1_0","had_other_major_operations","2844_1_0","2844","1","0","Medical"
"had_other_major_operations_f2844_2_0","had_other_major_operations","2844_2_0","2844","2","0","Medical"
"had_other_major_operations_f2844_3_0","had_other_major_operations","2844_3_0","2844","3","0","Medical"
"age_started_smoking_in_former_smokers_f2867_0_0","age_started_smoking_in_former_smokers","2867_0_0","2867","0","0","Tobacco Use"
"age_started_smoking_in_former_smokers_f2867_1_0","age_started_smoking_in_former_smokers","2867_1_0","2867","1","0","Tobacco Use"
"age_started_smoking_in_former_smokers_f2867_2_0","age_started_smoking_in_former_smokers","2867_2_0","2867","2","0","Tobacco Use"
"age_started_smoking_in_former_smokers_f2867_3_0","age_started_smoking_in_former_smokers","2867_3_0","2867","3","0","Tobacco Use"
"type_of_tobacco_previously_smoked_f2877_0_0","type_of_tobacco_previously_smoked","2877_0_0","2877","0","0","Tobacco Use"
"type_of_tobacco_previously_smoked_f2877_1_0","type_of_tobacco_previously_smoked","2877_1_0","2877","1","0","Tobacco Use"
"type_of_tobacco_previously_smoked_f2877_2_0","type_of_tobacco_previously_smoked","2877_2_0","2877","2","0","Tobacco Use"
"type_of_tobacco_previously_smoked_f2877_3_0","type_of_tobacco_previously_smoked","2877_3_0","2877","3","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_f2887_0_0","number_of_cigarettes_previously_smoked_daily","2887_0_0","2887","0","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_f2887_1_0","number_of_cigarettes_previously_smoked_daily","2887_1_0","2887","1","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_f2887_2_0","number_of_cigarettes_previously_smoked_daily","2887_2_0","2887","2","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_f2887_3_0","number_of_cigarettes_previously_smoked_daily","2887_3_0","2887","3","0","Tobacco Use"
"age_stopped_smoking_f2897_0_0","age_stopped_smoking","2897_0_0","2897","0","0","Tobacco Use"
"age_stopped_smoking_f2897_1_0","age_stopped_smoking","2897_1_0","2897","1","0","Tobacco Use"
"age_stopped_smoking_f2897_2_0","age_stopped_smoking","2897_2_0","2897","2","0","Tobacco Use"
"age_stopped_smoking_f2897_3_0","age_stopped_smoking","2897_3_0","2897","3","0","Tobacco Use"
"ever_stopped_smoking_for_6_months_f2907_0_0","ever_stopped_smoking_for_6_months","2907_0_0","2907","0","0","Tobacco Use"
"ever_stopped_smoking_for_6_months_f2907_1_0","ever_stopped_smoking_for_6_months","2907_1_0","2907","1","0","Tobacco Use"
"ever_stopped_smoking_for_6_months_f2907_2_0","ever_stopped_smoking_for_6_months","2907_2_0","2907","2","0","Tobacco Use"
"ever_stopped_smoking_for_6_months_f2907_3_0","ever_stopped_smoking_for_6_months","2907_3_0","2907","3","0","Tobacco Use"
"number_of_unsuccessful_stopsmoking_attempts_f2926_0_0","number_of_unsuccessful_stopsmoking_attempts","2926_0_0","2926","0","0","Tobacco Use"
"number_of_unsuccessful_stopsmoking_attempts_f2926_1_0","number_of_unsuccessful_stopsmoking_attempts","2926_1_0","2926","1","0","Tobacco Use"
"number_of_unsuccessful_stopsmoking_attempts_f2926_2_0","number_of_unsuccessful_stopsmoking_attempts","2926_2_0","2926","2","0","Tobacco Use"
"number_of_unsuccessful_stopsmoking_attempts_f2926_3_0","number_of_unsuccessful_stopsmoking_attempts","2926_3_0","2926","3","0","Tobacco Use"
"general_pain_for_3_months_f2956_0_0","general_pain_for_3_months","2956_0_0","2956","0","0","Medical"
"general_pain_for_3_months_f2956_1_0","general_pain_for_3_months","2956_1_0","2956","1","0","Medical"
"general_pain_for_3_months_f2956_2_0","general_pain_for_3_months","2956_2_0","2956","2","0","Medical"
"general_pain_for_3_months_f2956_3_0","general_pain_for_3_months","2956_3_0","2956","3","0","Medical"
"seating_box_height_f3077_0_0","seating_box_height","3077_0_0","3077","0","0","Anthropometry"
"seating_box_height_f3077_1_0","seating_box_height","3077_1_0","3077","1","0","Anthropometry"
"seating_box_height_f3077_2_0","seating_box_height","3077_2_0","3077","2","0","Anthropometry"
"seating_box_height_f3077_3_0","seating_box_height","3077_3_0","3077","3","0","Anthropometry"
"weight_manual_entry_f3160_0_0","weight_manual_entry","3160_0_0","3160","0","0","Anthropometry"
"weight_manual_entry_f3160_1_0","weight_manual_entry","3160_1_0","3160","1","0","Anthropometry"
"weight_manual_entry_f3160_2_0","weight_manual_entry","3160_2_0","3160","2","0","Anthropometry"
"weight_manual_entry_f3160_3_0","weight_manual_entry","3160_3_0","3160","3","0","Anthropometry"
"hip_pain_for_3_months_f3414_0_0","hip_pain_for_3_months","3414_0_0","3414","0","0","Medical"
"hip_pain_for_3_months_f3414_1_0","hip_pain_for_3_months","3414_1_0","3414","1","0","Medical"
"hip_pain_for_3_months_f3414_2_0","hip_pain_for_3_months","3414_2_0","3414","2","0","Medical"
"hip_pain_for_3_months_f3414_3_0","hip_pain_for_3_months","3414_3_0","3414","3","0","Medical"
"age_started_smoking_in_current_smokers_f3436_0_0","age_started_smoking_in_current_smokers","3436_0_0","3436","0","0","Tobacco Use"
"age_started_smoking_in_current_smokers_f3436_1_0","age_started_smoking_in_current_smokers","3436_1_0","3436","1","0","Tobacco Use"
"age_started_smoking_in_current_smokers_f3436_2_0","age_started_smoking_in_current_smokers","3436_2_0","3436","2","0","Tobacco Use"
"age_started_smoking_in_current_smokers_f3436_3_0","age_started_smoking_in_current_smokers","3436_3_0","3436","3","0","Tobacco Use"
"type_of_tobacco_currently_smoked_f3446_0_0","type_of_tobacco_currently_smoked","3446_0_0","3446","0","0","Tobacco Use"
"type_of_tobacco_currently_smoked_f3446_1_0","type_of_tobacco_currently_smoked","3446_1_0","3446","1","0","Tobacco Use"
"type_of_tobacco_currently_smoked_f3446_2_0","type_of_tobacco_currently_smoked","3446_2_0","3446","2","0","Tobacco Use"
"type_of_tobacco_currently_smoked_f3446_3_0","type_of_tobacco_currently_smoked","3446_3_0","3446","3","0","Tobacco Use"
"number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers_f3456_0_0","number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers","3456_0_0","3456","0","0","Tobacco Use"
"number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers_f3456_1_0","number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers","3456_1_0","3456","1","0","Tobacco Use"
"number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers_f3456_2_0","number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers","3456_2_0","3456","2","0","Tobacco Use"
"number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers_f3456_3_0","number_of_cigarettes_currently_smoked_daily_current_cigarette_smokers","3456_3_0","3456","3","0","Tobacco Use"
"time_from_waking_to_first_cigarette_f3466_0_0","time_from_waking_to_first_cigarette","3466_0_0","3466","0","0","Tobacco Use"
"time_from_waking_to_first_cigarette_f3466_1_0","time_from_waking_to_first_cigarette","3466_1_0","3466","1","0","Tobacco Use"
"time_from_waking_to_first_cigarette_f3466_2_0","time_from_waking_to_first_cigarette","3466_2_0","3466","2","0","Tobacco Use"
"time_from_waking_to_first_cigarette_f3466_3_0","time_from_waking_to_first_cigarette","3466_3_0","3466","3","0","Tobacco Use"
"smoking_compared_to_10_years_previous_f3506_0_0","smoking_compared_to_10_years_previous","3506_0_0","3506","0","0","Tobacco Use"
"smoking_compared_to_10_years_previous_f3506_1_0","smoking_compared_to_10_years_previous","3506_1_0","3506","1","0","Tobacco Use"
"smoking_compared_to_10_years_previous_f3506_2_0","smoking_compared_to_10_years_previous","3506_2_0","3506","2","0","Tobacco Use"
"smoking_compared_to_10_years_previous_f3506_3_0","smoking_compared_to_10_years_previous","3506_3_0","3506","3","0","Tobacco Use"
"back_pain_for_3_months_f3571_0_0","back_pain_for_3_months","3571_0_0","3571","0","0","Medical"
"back_pain_for_3_months_f3571_1_0","back_pain_for_3_months","3571_1_0","3571","1","0","Medical"
"back_pain_for_3_months_f3571_2_0","back_pain_for_3_months","3571_2_0","3571","2","0","Medical"
"back_pain_for_3_months_f3571_3_0","back_pain_for_3_months","3571_3_0","3571","3","0","Medical"
"chest_pain_or_discomfort_walking_normally_f3606_0_0","chest_pain_or_discomfort_walking_normally","3606_0_0","3606","0","0","Medical"
"chest_pain_or_discomfort_walking_normally_f3606_1_0","chest_pain_or_discomfort_walking_normally","3606_1_0","3606","1","0","Medical"
"chest_pain_or_discomfort_walking_normally_f3606_2_0","chest_pain_or_discomfort_walking_normally","3606_2_0","3606","2","0","Medical"
"chest_pain_or_discomfort_walking_normally_f3606_3_0","chest_pain_or_discomfort_walking_normally","3606_3_0","3606","3","0","Medical"
"chest_pain_due_to_walking_ceases_when_standing_still_f3616_0_0","chest_pain_due_to_walking_ceases_when_standing_still","3616_0_0","3616","0","0","Medical"
"chest_pain_due_to_walking_ceases_when_standing_still_f3616_1_0","chest_pain_due_to_walking_ceases_when_standing_still","3616_1_0","3616","1","0","Medical"
"chest_pain_due_to_walking_ceases_when_standing_still_f3616_2_0","chest_pain_due_to_walking_ceases_when_standing_still","3616_2_0","3616","2","0","Medical"
"chest_pain_due_to_walking_ceases_when_standing_still_f3616_3_0","chest_pain_due_to_walking_ceases_when_standing_still","3616_3_0","3616","3","0","Medical"
"frequency_of_other_exercises_in_last_4_weeks_f3637_0_0","frequency_of_other_exercises_in_last_4_weeks","3637_0_0","3637","0","0","Physical Activity"
"frequency_of_other_exercises_in_last_4_weeks_f3637_1_0","frequency_of_other_exercises_in_last_4_weeks","3637_1_0","3637","1","0","Physical Activity"
